D_foul1 (m),D_foul2 (m),D_foul3 (m),mfr1 (kg/s),mfr2 (kg/s),Inner inlet temperature (K),Inner outlet temperature (K),Outer inlet temperature (K),Outer outlet temperature (K),Inner Pressure Drop (Pa),Outer Pressure Drop (Pa)
3.51E-04,0.001099,1.05E-04,1.932,0.782,342.51,340.67,305.48,309.42,1782.7,13.756
9.50E-04,8.23E-04,9.67E-04,1.806,2.458,350.36,346.59,303.32,305.81,1750,125.73
5.11E-04,4.59E-04,2.46E-04,1.645,2.149,367.75,359.86,297.22,302.6,1316,89.643
6.27E-04,9.33E-04,2.38E-04,0.44,1.803,363.53,349.58,304.76,307.87,138.24,65.804
6.23E-04,6.08E-04,5.51E-04,0.33,0.564,347.62,338.06,302.02,307.27,99.019,8.3271
4.82E-04,2.62E-04,5.39E-04,0.598,0.406,355.44,347.7,293.7,304.2,227.38,4.956
8.17E-04,0.001038,9.57E-04,1.166,0.923,372.27,366.33,301,307.54,748.13,20.017
0.001151,0.00101,6.42E-04,1.861,1.58,357.29,353.67,298.9,302.61,1893.1,54.022
3.10E-04,0.001162,0.00119,0.187,1.595,344.55,326.71,290.3,292.29,33.786,60.207
3.06E-04,2.48E-04,0.001226,0.545,1.553,365.18,346.99,298.06,303.91,186.28,52.62
2.89E-04,0.001166,6.50E-05,0.484,1.591,360.92,348.61,298.44,301.87,152.45,52.198
7.55E-04,1.70E-04,0.001183,0.579,1.803,361.78,344.85,298.06,303.06,226.8,69.496
3.16E-04,8.67E-04,6.50E-05,1.291,1.305,341.91,338.89,309.68,312.34,868.13,34.668
8.53E-04,0.001045,0.001048,0.402,0.852,344.36,337.67,308.08,311.06,136.54,17.442
9.31E-04,5.50E-05,0.001146,0.526,2.156,369.01,345.81,295.92,301.1,197.65,96.871
2.81E-04,9.15E-04,1.13E-04,1.679,1.86,341.75,339.07,309.5,311.66,1373.9,68.301
9.26E-04,7.72E-04,0.001169,1.168,0.616,355.51,351.15,295.52,302.98,793.38,10.566
8.17E-04,2.00E-04,0.001034,1.934,1.572,346.4,342.76,308.7,312.67,1943.3,52.141
0.001186,0.001066,1.21E-04,1.694,2.326,359.31,355.36,305.6,308.16,1605.2,105.13
8.80E-05,8.40E-04,9.39E-04,0.818,1.248,366.86,357.06,297.7,303.47,353.1,34.909
0.001063,2.76E-04,7.35E-04,0.607,1.339,361.81,348.7,297.08,302.49,258.84,37.868
5.20E-05,2.17E-04,8.23E-04,1.755,0.471,359.44,355.91,302.24,313.96,1368.1,5.9328
7.10E-05,8.97E-04,7.67E-04,1.89,1.628,352.44,348.54,298.98,303.05,1591.9,57.426
2.65E-04,0.001207,7.49E-04,1.099,2.462,354.36,348.28,300.72,303.17,629.79,127.72
9.94E-04,3.76E-04,6.42E-04,0.149,2.492,346.9,327.84,309.64,310.73,25.213,117.65
5.70E-04,8.73E-04,0.001316,1.683,0.74,361.22,357.14,290.96,298.98,1399,14.907
0.001179,5.90E-04,6.83E-04,0.784,2.412,349.87,342.14,305.2,307.52,422.77,115.56
8.46E-04,0.001,2.43E-04,0.936,0.883,362.74,357.01,304.06,309.49,520.2,17.074
9.04E-04,3.50E-04,5.44E-04,0.621,0.637,345.58,339.79,305.84,311.06,270.81,9.6749
1.34E-04,5.05E-04,0.001398,1.181,0.463,346.9,343.75,305.1,312.48,707.14,6.3319
2.00E-04,8.80E-05,3.93E-04,1.346,2.021,358.08,347.79,301.12,307.41,888,78.341
8.34E-04,9.34E-04,1.79E-04,1.601,2.282,341.95,338.59,301.06,303.17,1407,103.02
4.46E-04,2.83E-04,0.001276,1.685,0.623,346.34,342.99,293.62,301.78,1412.9,10.615
3.51E-04,8.46E-04,0.001082,0.505,2.37,367.06,349.98,296.84,300.17,163.74,121.52
2.10E-04,7.29E-04,0.001128,0.676,2.252,367.49,351.98,292.54,296.75,261.17,110.61
0.001009,1.64E-04,2.25E-04,0.611,0.66,351.06,342.73,296.22,303.36,265.37,10.307
2.06E-04,5.66E-04,6.46E-04,1.489,0.501,371.68,367.07,303.56,315.5,1026.7,6.5093
0.0011,4.50E-04,0.001278,1.759,1.67,350.89,346.34,295.88,300.22,1719.9,62.09
0.001048,8.98E-04,0.001156,0.419,1.188,341.55,333.42,298.38,301.11,155.03,33.12
0.001133,1.39E-04,2.85E-04,0.657,1.328,368.84,354.22,297.76,304.29,295.66,35.146
0.001045,8.71E-04,8.09E-04,1.914,1.467,354.85,351.71,306.9,310.44,1957.8,46.759
9.40E-05,3.13E-04,9.59E-04,0.702,1.253,343.89,336.91,309.14,312.77,288.39,33.941
0.001134,7.30E-05,0.001016,1.677,1.337,365.05,359.07,309.26,315.91,1545.5,37.655
8.35E-04,3.16E-04,0.001421,1.291,0.992,367.92,360.65,293.88,302.31,909.21,23.233
8.65E-04,8.10E-04,5.40E-05,0.218,0.9,349.41,336.24,305.9,308.88,49.058,17.262
2.67E-04,9.70E-04,9.68E-04,0.414,2.313,353.86,341.79,308.44,310.46,123.02,111.71
8.50E-04,2.83E-04,2.64E-04,0.434,2.179,360.86,340.46,294.28,298.07,146.53,92.509
0.001011,0.001207,2.53E-04,1.166,2.135,364.02,358.34,306.72,309.45,790.5,91.602
2.64E-04,7.48E-04,5.34E-04,1.628,0.791,360.33,355.88,291.7,299.75,1245.1,15.167
3.26E-04,5.20E-04,7.84E-04,1.595,1.725,364.68,357.43,295.56,301.47,1207.9,62.604
2.66E-04,5.36E-04,1.42E-04,1.66,1.95,370.72,362.83,298.42,304.29,1268,73.782
6.61E-04,4.32E-04,4.64E-04,1.517,2.343,357.39,351.23,307.84,311.46,1196,104.2
0.001142,0.00115,5.51E-04,0.317,1.78,366.17,350.2,306.26,308.88,92.967,67.166
3.72E-04,4.02E-04,0.001317,0.695,2.032,368.97,353.93,307.04,311.69,281.2,87.999
2.66E-04,7.56E-04,3.87E-04,0.205,2.183,360.1,332.97,293.18,295.56,39.557,97.561
3.92E-04,1.81E-04,0.00132,1.278,1.003,353.6,347.99,305.58,311.99,843.6,22.763
5.85E-04,9.00E-04,4.56E-04,0.801,2.225,372.01,360.97,305.88,309.41,370.52,98.828
7.79E-04,0.001164,8.12E-04,1.956,0.452,368.84,365.99,294.54,305.14,1878.3,6.3061
1.09E-04,3.10E-04,2.57E-04,0.455,2.448,357.19,335.66,292.5,296.26,141.93,115.93
3.89E-04,6.94E-04,8.10E-04,0.997,0.929,366.7,359.29,299.78,306.8,528.49,19.559
5.88E-04,7.95E-04,3.94E-04,1.118,1.897,347.85,342.86,306.3,308.96,701.19,72.828
5.55E-04,3.67E-04,5.68E-04,1.555,1.282,340.33,336.52,296.16,300.43,1271.2,34.662
7.09E-04,3.10E-04,0.001211,1.449,2.074,358.71,351.47,304.1,308.66,1111,90.675
1.75E-04,5.68E-04,0.001069,1.757,1.072,362.21,357.18,295.06,302.35,1398.1,26.145
9.70E-04,7.26E-04,0.001171,1.468,0.583,352.47,349.48,303.02,309.73,1207.3,9.1956
1.82E-04,6.10E-05,0.001365,0.224,1.67,354.98,328.26,297.26,300.64,46.315,61.369
0.001049,0.001154,9.92E-04,0.345,1.612,363.89,349.7,306.54,309.34,102.98,58.234
2.72E-04,6.97E-04,2.95E-04,0.626,2.343,343.43,333.15,293.32,295.9,248.77,109.96
9.17E-04,4.50E-04,5.22E-04,0.799,1.521,368.31,357.36,304.66,309.83,397.05,47.283
7.12E-04,3.07E-04,2.96E-04,0.71,2.252,359.54,344.3,290.84,295.24,320.3,99.193
6.50E-05,8.80E-04,0.001377,0.52,1.511,372.37,355.72,295.72,300.88,160.04,53.038
0.0012,0.0012,0.00125,0.1,0.25,360,339.56,300,307.58,12.22,2.667
9.70E-05,2.46E-04,0.001405,1.892,0.686,350.46,347.43,307.3,314.76,1608,11.583
6.71E-04,3.64E-04,4.78E-04,1.783,1.914,366.8,359.96,301.2,306.89,1569.5,72.665
2.77E-04,4.06E-04,2.95E-04,1.776,1.288,340.73,337.54,302.7,306.7,1522.2,33.847
3.67E-04,2.88E-04,0.001247,1.675,2.072,352.97,347.35,309.36,313.53,1360,89.361
3.62E-04,6.16E-04,0.001411,1.261,0.476,372.34,367.41,307.36,318.86,785.93,6.366
0.001029,6.15E-04,7.81E-04,1.265,2.038,361.78,354.52,298.7,302.7,923.25,86.723
5.50E-05,9.46E-04,2.36E-04,1.299,1.99,366.24,359.27,304.06,308.1,792.61,79.144
3.94E-04,0.001096,4.55E-04,1.734,1.08,357.42,354.03,301.58,306.33,1436.1,25.618
0.001077,6.07E-04,0.001205,1.717,2.143,362.67,357.53,307.22,310.86,1600,97.392
0.001165,5.12E-04,0.001192,1.103,0.631,353.86,349.67,305.58,312.09,754.54,10.187
9.98E-04,0.001177,5.72E-04,0.208,0.891,358.22,339.82,293.5,297.47,46.092,19.5
2.51E-04,4.09E-04,6.41E-04,1.048,1.41,360.53,352.79,309.8,315.01,570.39,41.047
7.00E-04,1.51E-04,0.001384,1.392,1.794,363.53,355.16,307.32,313.14,1023.2,68.858
6.01E-04,1.46E-04,0.00136,0.391,2.048,355.18,333.64,293.34,297.21,128.45,91.322
3.33E-04,5.82E-04,5.25E-04,0.117,1.538,354.92,326.41,299.72,301.76,14.386,49.812
4.19E-04,2.66E-04,8.44E-04,0.812,0.954,361.12,351.8,300.74,307.92,376.51,19.977
8.81E-04,4.58E-04,8.90E-04,0.339,1.509,365.97,347.91,309.58,313.33,98.669,48.314
2.72E-04,6.02E-04,0.001194,1.844,1.906,357.82,352.29,297.32,302.12,1568.2,79.534
2.43E-04,5.42E-04,4.17E-04,1.943,1.874,363.5,357.52,297.82,303.35,1693.5,70.564
9.50E-04,9.91E-04,3.38E-04,1.761,0.555,340.89,338.98,296.16,301.63,1706.4,8.5082
6.60E-04,7.95E-04,0.00139,0.947,2.414,366.6,355.77,292.8,296.63,511.15,130.42
8.00E-04,8.41E-04,0.001402,0.218,0.965,349.97,336.34,306.16,309.01,48.442,22.564
6.22E-04,2.52E-04,1.58E-04,1.759,0.782,348.38,345.26,303.78,310.07,1570.6,13.065
9.18E-04,6.08E-04,4.07E-04,1.194,1.227,345.28,341.38,305.88,309.31,844.17,31.537
6.02E-04,4.24E-04,6.48E-04,1.202,0.919,355.18,349.3,293.32,300.26,785.63,19.256
3.35E-04,6.40E-05,0.001212,1.023,1.402,350.86,342.65,305.74,311.26,569.74,42.366
9.70E-04,4.28E-04,6.40E-05,0.265,1.826,345.48,330.19,301.88,303.96,73,64.879
2.68E-04,7.10E-04,0.001344,1.979,2.244,366.83,360.49,293.98,298.91,1747.9,111.55
4.63E-04,1.21E-04,0.001143,1.35,2.082,340.43,334.41,303.04,306.65,975.65,90.269
7.22E-04,1.48E-04,1.07E-04,1.21,0.936,362.74,356.51,309.5,316.65,800.19,17.498
7.45E-04,8.86E-04,0.0014,0.106,1.146,344.06,321.86,294.58,296.54,13.522,32.323
7.58E-04,3.61E-04,8.66E-04,1.221,2.443,360.66,351.36,300.02,304.2,826.35,120.18
9.10E-05,6.99E-04,6.49E-04,1.47,1.265,356.93,352.38,309.78,314.46,1011.5,34.1
5.59E-04,9.42E-04,6.98E-04,0.222,0.734,372.84,349.24,291.54,298.04,47.237,14.042
1.98E-04,0.001072,1.54E-04,1.903,0.541,347.23,345.06,295.38,302.2,1666.9,7.9966
4.27E-04,9.22E-04,7.42E-04,0.478,2.179,361.98,348.52,306.34,309.04,153.05,98.371
5.73E-04,3.13E-04,9.10E-05,0.708,0.881,349.41,340.93,291.78,298.08,315.77,17.126
8.55E-04,0.001183,0.001272,0.725,1.88,350.89,344.61,307.26,309.45,344.32,80.196
5.76E-04,0.001148,0.001066,0.689,2.235,353.5,345.17,302,304.32,297.55,109.61
2.88E-04,0.001076,4.73E-04,1.622,2.04,340.2,337.29,303.26,305.37,1299.4,86.341
9.37E-04,4.21E-04,7.84E-04,1.189,0.715,368.94,362.63,300.16,309.36,798.74,12.148
1.14E-04,2.35E-04,0.001393,0.983,2.154,359.44,347.02,302.66,307.85,501.21,98.706
6.64E-04,0.001088,1.73E-04,0.833,1.788,360.72,351.98,292,295.69,412.96,66.198
6.93E-04,0.001026,4.76E-04,0.436,2.273,352.74,339.35,293.2,295.61,145.56,107.98
5.46E-04,7.17E-04,0.001087,1.633,2.397,352.24,346.89,296.22,299.54,1347.6,123.41
0.001152,9.40E-04,8.03E-04,0.248,1.047,361.32,344.57,301.46,305.11,65.522,24.979
2.16E-04,0.001099,4.46E-04,0.193,1.731,367.42,342.35,303.16,305.72,34.351,63.182
9.48E-04,9.61E-04,0.001325,1.903,0.763,369.21,365.88,305.18,312.37,1848.4,14.551
9.79E-04,0.00115,0.001167,0.385,0.558,366.76,355.03,297.8,305.16,116.72,9.1319
4.90E-04,5.50E-05,1.21E-04,0.548,2.223,347.76,332.54,299.76,303.3,207.66,92.493
3.27E-04,8.71E-04,2.38E-04,0.584,1.954,341.75,333.73,300.1,302.35,223.88,77.294
1.97E-04,9.74E-04,0.001213,0.491,2.313,367.03,351.77,304.92,307.86,151.09,115.77
6.65E-04,7.86E-04,0.001239,1.658,1.053,354.69,350.92,298.74,303.93,1406.5,26.09
9.72E-04,7.92E-04,0.001283,1.276,1.49,361.55,355.6,298.9,303.45,925.94,50.766
7.39E-04,5.07E-04,7.07E-04,1.736,1.236,354.09,349.86,298.84,304.11,1552.1,32.808
8.09E-04,1.27E-04,5.74E-04,0.708,2.3,361.91,344.24,290.94,295.92,324.06,104.79
6.63E-04,5.62E-04,0.001107,1.534,0.608,351.55,348.37,301.36,308.58,1231.7,9.7391
6.88E-04,2.32E-04,7.75E-04,0.286,1.236,358.98,338.1,295.58,300.06,78.613,32.777
2.25E-04,5.91E-04,3.23E-04,1.637,1.765,364.72,358.53,305.36,310.44,1239.3,61.904
1.87E-04,8.35E-04,1.83E-04,1.911,0.66,357.59,354.65,302.92,310.26,1640.2,10.224
9.77E-04,1.58E-04,8.30E-04,1.998,1.492,359.17,354.09,303.7,309.7,2071.7,46.141
9.72E-04,1.22E-04,4.31E-04,0.182,0.784,351.48,330.18,292.46,297.13,36.475,14.61
8.30E-05,8.38E-04,0.001362,0.856,2.387,348.71,340.76,301,303.61,399.87,125.44
6.61E-04,9.25E-04,4.00E-04,1.314,1.914,346.8,341.64,290.64,293.82,948.98,76.776
2.09E-04,7.26E-04,7.09E-04,0.334,0.616,353.6,343.23,308.02,313.23,90.756,9.4135
7.60E-04,0.001113,1.28E-04,1.303,1.297,344.98,341.68,302.74,305.67,954.81,35.332
1.72E-04,8.55E-04,3.52E-04,1.242,2.309,344.13,339.21,302.04,304.47,786.65,106.26
0.001022,0.001086,0.001135,1.983,0.612,354.52,352.36,305.44,311.4,2075.5,10.039
9.94E-04,7.65E-04,3.89E-04,1.977,0.497,341.85,340.31,304.64,310.02,2110,6.647
1.28E-04,1.51E-04,6.30E-05,0.942,0.914,367.42,357.42,300.82,310.09,455.53,16.833
8.00E-05,2.55E-04,0.001352,1.44,1.267,362.11,354.88,305.2,312.55,965.36,35.704
3.40E-04,0.00107,4.13E-04,0.807,0.633,353,348.5,309.86,315,371.83,9.6615
8.12E-04,0.00122,8.42E-04,1.033,0.776,371.55,365.47,299.18,306.23,603.71,15.009
7.98E-04,3.39E-04,0.001257,1.907,1.101,365.25,359.96,291.3,299.33,1817.7,27.856
4.44E-04,3.93E-04,0.001089,1.362,1.948,366.53,356.67,291.12,297.29,932.19,81.301
0.00107,9.90E-04,0.001012,0.94,1.517,366.27,358.48,298.98,303.23,545.05,51.751
3.84E-04,3.94E-04,9.95E-04,1.54,2.366,357.19,349.53,297.88,302.42,1166.8,115.79
3.67E-04,5.12E-04,0.001141,1.571,1.809,350.82,345.78,303.98,307.93,1218.3,70.674
4.66E-04,7.52E-04,9.50E-04,1.747,2.154,343.63,339.84,299.98,302.75,1523.7,99.031
9.23E-04,2.66E-04,3.22E-04,1.417,1.66,362.47,354.63,294.92,300.91,1105.4,54.71
8.56E-04,4.72E-04,0.001037,1.048,0.826,343.99,338.98,290.24,296.1,666.43,17.312
8.92E-04,3.48E-04,6.02E-04,1.468,1.454,350,344.56,294.02,298.95,1199.7,44.162
7.11E-04,8.84E-04,8.10E-04,0.138,1.223,356.57,336.15,309.96,312.1,20.323,33.211
0.001047,6.72E-04,0.001173,1.799,2.431,365.61,360.05,302.68,306.34,1719.7,124.25
7.06E-04,0.00121,6.88E-04,0.634,1.836,342.21,335.39,296.36,298.55,274.29,74.068
0.001161,1.00E-04,0.001184,0.966,1.395,367.75,357.04,303.5,310.12,582.76,41.901
7.30E-05,9.19E-04,6.52E-04,1.721,1.988,369.73,363.56,299.92,304.64,1303.5,82.708
7.79E-04,2.85E-04,3.97E-04,0.461,1.935,342.81,330.18,296.38,299.25,172.21,74.855
7.32E-04,0.00123,0.00119,1.759,2.244,362.01,357.28,294.66,297.86,1561.5,114.13
5.86E-04,9.25E-04,3.59E-04,1.075,1.406,354.19,348.93,305.2,308.8,643.87,41.431
2.46E-04,0.001057,0.001254,1.7,2.065,350.79,346.64,297.94,301.01,1368.2,96.493
0.001026,4.81E-04,7.60E-04,1.181,1.853,341.16,336.44,302.22,304.95,856.64,71.558
6.51E-04,0.001066,0.001086,0.288,1.994,349.74,334.7,297.48,299.51,79.471,89.291
6.85E-04,0.001056,3.03E-04,0.528,0.593,349.97,342.65,292.66,298.71,195.32,9.6633
5.78E-04,5.43E-04,0.001227,0.957,2.183,368.55,357.14,301.14,305.65,510.54,102.15
3.31E-04,0.001092,5.93E-04,1.255,2.481,350.07,344.69,297.9,300.38,814.13,127.81
5.99E-04,2.86E-04,8.02E-04,1.884,1.202,361.48,356.05,292.06,299.68,1723.4,31.06
5.38E-04,9.16E-04,5.29E-04,1.757,0.495,357.36,354.54,295.34,304.25,1511.3,7.0006
6.53E-04,6.13E-04,0.001423,0.879,1.368,362.64,353.46,297.98,303.29,450.92,43.207
9.25E-04,2.13E-04,0.001093,0.843,2.343,366,351.72,300.44,305.1,441.59,112.56
8.02E-04,6.31E-04,4.43E-04,0.714,2.021,365.15,351.72,290.9,295.19,322.79,83.521
9.42E-04,0.001016,8.54E-04,0.303,1.391,357.09,341.36,294.54,297.71,90.11,43.733
8.90E-04,4.48E-04,7.42E-04,0.759,0.578,371.55,362.11,292.06,303.09,357.37,8.9157
3.97E-04,5.55E-04,9.28E-04,0.657,1.566,350.82,341.93,306.24,309.66,267.53,52.634
8.83E-04,7.63E-04,9.99E-04,0.37,1.421,363.69,347.26,298.66,302.62,111.83,45.105
7.24E-04,9.55E-04,0.001286,1.82,1.708,359.8,356.02,308.02,311.55,1662.8,65.766
0.001092,1.06E-04,0.001045,1.681,2.41,356.01,347.9,291.16,296.26,1572.8,119.9
3.25E-04,3.70E-04,2.87E-04,1.981,2.141,367.36,360.28,301.58,307.42,1770.1,87.903
6.72E-04,5.18E-04,5.23E-04,0.885,0.801,355.58,349.62,305.24,311.16,463.93,14.266
8.18E-04,8.41E-04,1.35E-04,0.913,1.841,357.42,349.72,299.7,303.13,503.29,67.874
3.16E-04,9.93E-04,7.63E-04,1.759,2.34,344.29,340.57,296.66,299.21,1495.6,116.25
8.79E-04,8.54E-04,3.99E-04,0.579,1.416,371.19,359.06,305.7,310.15,223.55,41.818
0.001192,1.59E-04,8.14E-04,0.869,1.681,360.3,348.56,292.74,298.24,496.36,58.848
8.61E-04,2.42E-04,9.35E-04,0.999,1.108,361.35,353.29,301.24,307.82,589.31,26.648
2.18E-04,7.80E-05,0.001118,1.065,1.164,346.37,338.7,290.66,297.2,604.82,30.156
2.49E-04,1.16E-04,0.001085,1.975,0.975,369.3,362.82,290.22,301.76,1727.4,21.609
7.50E-05,5.71E-04,9.80E-05,0.153,1.137,353,333.74,309.62,312.03,21.851,26.367
7.00E-04,8.85E-04,0.001356,0.769,2.368,346.3,338.51,297.2,299.53,376.43,125.48
2.73E-04,7.98E-04,5.97E-04,0.389,0.757,366.83,353.41,305.54,311.85,104.53,13.25
8.41E-04,0.001101,5.29E-04,1.324,2.154,369.9,362.86,294.16,297.93,948.08,97.622
0.001063,6.58E-04,5.41E-04,1.799,0.87,353.04,349.96,299.72,305.38,1765.4,17.101
4.69E-04,9.63E-04,7.16E-04,1.229,0.824,359.64,355.07,302.1,308.14,786.69,15.934
1.04E-04,5.16E-04,8.21E-04,0.396,2.399,372.77,346.91,298.9,302.82,106.44,117.54
2.75E-04,9.68E-04,5.70E-05,1.006,1.954,360,352.42,300.92,304.44,533.7,75.8
5.12E-04,9.00E-05,7.81E-04,1.742,2.114,372.14,361.94,303.44,310.97,1449.6,87.482
9.02E-04,0.00112,0.001099,1.394,1.104,364.65,360.17,302.34,307.28,1060,28.539
0.001102,4.11E-04,0.001057,1.884,1.893,368.22,361.81,294.72,300.38,1880.9,76.561
2.89E-04,9.62E-04,4.50E-04,0.603,2.225,371.88,358.5,308.84,312.09,214.07,98.099
9.14E-04,0.001021,3.69E-04,0.254,1.454,365.31,345.24,298.32,301.52,65.252,45.018
6.97E-04,8.71E-04,3.61E-04,1.696,1.026,362.7,358.39,292.34,298.63,1450.2,23.399
6.79E-04,8.32E-04,5.32E-04,0.896,1.274,344.88,339.06,291.34,295.11,488.98,35.549
3.79E-04,9.10E-05,9.30E-05,0.121,1.851,357.33,323.98,301.06,303.12,15.638,65.613
6.80E-05,6.44E-04,5.86E-04,0.864,1.154,344.46,338.99,304.28,308.04,408.4,28.665
9.03E-04,3.02E-04,4.15E-04,0.887,0.534,343.56,339.36,300.52,306.94,502.09,7.3937
2.34E-04,8.44E-04,0.001429,0.963,2.298,353.43,346.25,305.74,308.48,498.27,115.77
0.001042,9.00E-05,9.85E-04,1.158,1.822,368.51,358.46,309.9,315.61,782.59,67.457
4.05E-04,1.17E-04,0.001071,1.037,1.066,352.21,344.84,299.84,306.36,588.53,24.977
3.42E-04,6.20E-04,5.51E-04,0.792,1.066,361.05,352.51,301.36,307.09,354.78,24.433
2.37E-04,8.30E-04,1.05E-04,1.24,1.83,348.88,342.92,292.94,296.57,785.83,67.585
7.32E-04,0.001214,7.43E-04,1.512,0.524,349.6,346.97,294.42,301.19,1221.5,8.2048
0.001142,0.001242,0.001421,1.16,1.152,366.53,361.21,299.94,304.65,799.37,32.387
0.001103,1.48E-04,0.001258,1.85,1.635,350.63,345.33,293.84,299.22,1886,58.32
9.10E-05,4.86E-04,5.86E-04,0.227,1.778,348.55,328.04,296.7,299.17,46.434,65.853
0.001153,4.98E-04,8.86E-04,0.244,0.642,354.98,339.6,298.22,303.66,64,10.771
1.42E-04,0.001112,0.001332,1.818,2.464,346.57,342.62,295.28,297.85,1526,137.34
3.87E-04,9.79E-04,2.94E-04,1.643,2.067,349.14,345.45,305.06,307.68,1327.3,85.874
3.62E-04,6.67E-04,9.74E-04,0.227,0.411,349.37,338.6,306.78,312.35,47.614,5.1084
4.82E-04,9.42E-04,0.00133,1.451,1.857,353.1,347.73,291.84,295.59,1076.4,79.51
3.17E-04,0.001083,0.001367,1.12,1.765,352.61,347.72,308.58,311.34,659.27,71.207
1.40E-04,0.001026,2.40E-04,1.829,2.189,347.26,343.03,290.56,293.69,1540,98.195
2.93E-04,6.37E-04,0.001345,0.182,0.992,354.36,331.26,290.06,294.03,31.88,24.984
7.64E-04,0.001094,7.15E-04,0.985,2.378,354.03,346.94,294.8,297.44,573.51,120.47
0.001125,0.001243,9.00E-04,0.208,2.361,362.08,343.32,309.54,311.07,47.025,116.36
2.47E-04,4.41E-04,0.001449,0.632,1.914,364.92,348.34,295.72,300.73,236.4,81.682
7.84E-04,6.97E-04,9.53E-04,0.685,1.236,362.57,353.52,307.68,312.2,299.1,33.796
3.64E-04,2.79E-04,0.001104,0.206,1.547,355.15,333.68,307.58,310.23,40.427,51.56
1.66E-04,4.69E-04,8.56E-04,1.434,2.277,364.85,356.49,306.22,310.94,969.93,103.48
7.04E-04,7.16E-04,0.001402,1.314,0.564,358.12,353.84,293.5,302.4,930.27,9.3997
6.24E-04,8.50E-05,5.96E-04,1.533,1.332,356.17,350.43,309.2,315.16,1212.3,35.927
3.90E-04,3.69E-04,1.41E-04,1.122,2.42,358.35,348.33,300,304.22,666.64,109.89
0.001094,8.72E-04,3.83E-04,0.896,0.408,346.01,342.21,290.62,298.23,526.51,5.4116
5.04E-04,4.28E-04,2.63E-04,0.182,2.183,366.33,335.78,303.84,306.2,33.089,92.093
2.02E-04,0.001045,1.90E-04,0.25,1.259,368.08,345.35,290.7,294.83,55.228,34.052
0.001026,3.37E-04,9.61E-04,1.175,1.935,372.14,361.36,296.32,302.13,795.16,78.427
9.00E-05,5.05E-04,5.55E-04,0.482,2.04,372.24,349.49,294.32,299.22,143.82,84.67
4.24E-04,4.03E-04,9.68E-04,0.187,1.183,353.99,330.49,292.56,296.06,34.468,31.614
3.72E-04,3.28E-04,7.39E-04,0.763,1.784,345.35,334.96,290.7,294.86,351.81,66.708
4.30E-04,0.0011,5.34E-04,0.581,0.66,343.33,337.97,300.92,305.3,222.76,11.174
2.71E-04,7.40E-04,3.69E-04,1.97,1.862,351.45,347.25,296.58,300.57,1786.2,70.797
6.16E-04,0.001153,1.61E-04,0.36,0.986,366.27,352.68,302.38,306.94,99.144,21.07
7.20E-04,1.53E-04,8.20E-05,0.457,1.591,364.68,344.51,295.92,301.26,152.07,49.008
0.001082,9.25E-04,6.80E-04,1.989,2.29,350.63,347.63,306.5,308.82,2131.6,106.97
2.12E-04,4.78E-04,6.50E-05,1.221,1.551,350.4,343.47,292.2,297.16,759.34,47.777
2.28E-04,9.33E-04,4.00E-04,1.65,1.788,345.58,341.67,296.2,299.46,1308.4,66.808
9.96E-04,5.95E-04,5.60E-04,1.324,1.309,361.25,355.45,300.1,305.3,993.92,36.205
0.001075,5.77E-04,6.38E-04,1.747,1.958,353.5,348.51,293.66,297.61,1681.6,79.727
0.001062,7.21E-04,0.001027,1.592,2.086,351.42,346.85,299.56,302.67,1427,93.763
5.44E-04,0.001148,0.001267,0.807,1.904,367.62,357.59,295.08,298.9,375.81,83.419
0.0011,6.50E-04,0.001293,0.186,0.547,371.05,347.59,297.22,304.51,37.891,8.7284
8.69E-04,5.54E-04,5.27E-04,0.507,0.715,343.07,336.75,304.92,309.12,194.44,11.991
9.19E-04,6.90E-05,0.001122,0.693,1.028,357.46,346.1,292.08,299.12,319.25,24.027
4.20E-04,1.48E-04,6.91E-04,0.567,1.074,356.01,343.65,299.46,305.5,207.17,24.489
7.92E-04,2.85E-04,6.14E-04,1.588,1.601,368.91,362.09,309.74,315.69,1301.1,51.544
7.71E-04,3.80E-04,0.001068,1.749,1.759,359.9,353.44,290.42,296.2,1567.6,66.876
9.32E-04,9.98E-04,1.91E-04,0.786,0.858,353.33,347.01,293.3,298.56,399.42,17.233
1.93E-04,8.65E-04,7.10E-05,0.666,2.492,360.2,346.88,292.2,295.44,258.18,121.91
3.24E-04,0.001168,1.80E-04,1.12,1.173,341.06,337.17,293.38,296.75,679.61,30.035
2.33E-04,1.47E-04,0.001111,1.806,0.959,351.02,346.84,301.06,308.23,1519.5,20.557
5.09E-04,1.41E-04,8.60E-05,1.295,0.776,357.39,352.35,306.94,314.53,874.91,12.445
5.41E-04,6.40E-04,1.03E-04,0.332,2.324,354.92,335.08,291.56,294.21,99.743,106.17
0.001107,5.10E-04,2.21E-04,0.478,1.124,357.13,346.2,303.8,308.09,176.29,26.027
7.48E-04,8.44E-04,9.85E-04,0.311,2.233,364.92,343.32,295.3,298.08,88.878,108.16
7.24E-04,0.001094,6.53E-04,1.396,0.734,363.46,359.53,302.86,309.45,1027.9,13.07
2.75E-04,4.39E-04,7.91E-04,1.35,0.978,346.86,342.68,300.98,306.24,922.03,21.18
8.15E-04,8.18E-04,0.001307,1.81,2.023,371.58,365.94,303.62,307.96,1641.9,90.389
