D_foul1 (m),D_foul2 (m),D_foul3 (m),mfr1 (kg/s),mfr2 (kg/s),Inner inlet temperature (K),Inner outlet temperature (K),Outer inlet temperature (K),Outer outlet temperature (K),Inner Pressure Drop (Pa),Outer Pressure Drop (Pa)
3.66E-04,3.28E-04,0.00123,0.111,0.585,356.76,332.39,305.38,309.71,12.821,9.1308
0.001157,8.46E-04,2.98E-04,1.341,1.675,350.73,345.89,293.88,297.35,1074.1,58.237
5.42E-04,2.77E-04,6.16E-04,0.854,1.811,349.41,340.33,301.8,305.77,434.8,66.425
5.03E-04,0.001017,4.62E-04,1.871,0.944,371.61,367.33,295.84,303.05,1636.7,20.162
8.09E-04,7.53E-04,2.32E-04,0.714,1.194,351.45,345.12,308.44,311.9,331.78,29.572
9.00E-05,8.50E-04,7.56E-04,1.358,0.612,357.85,353.57,294.16,302.65,876.25,10.088
6.87E-04,8.74E-04,0.001433,1.001,1.574,363.43,355.73,300.2,304.56,568.45,57.457
5.36E-04,0.001206,5.11E-04,1.407,1.721,358.22,352.97,291.12,294.9,1017.7,64.215
9.23E-04,0.001111,7.61E-04,1.548,1.41,344.79,342.14,306.78,309.35,1337.9,43.984
0.001025,8.88E-04,4.15E-04,1.084,1.979,371.15,362.23,293.04,297.34,688.84,80.974
1.59E-04,8.68E-04,0.001265,1.73,2.332,371.91,364.86,298.16,302.71,1333.3,119.21
5.96E-04,9.32E-04,9.96E-04,0.794,2.3,369.44,358.26,301.28,304.73,367.93,112.99
1.93E-04,3.28E-04,1.21E-04,1.498,1.112,357.13,351.18,294.08,301.27,1068.3,25.104
1.91E-04,0.001045,9.80E-05,1.069,2.422,370.36,362.23,309.42,312.62,571.54,109.55
6.39E-04,0.001072,7.05E-04,1.109,1.261,369.6,362.49,292.54,298.03,665.41,35.554
2.47E-04,0.001018,1.61E-04,0.841,1.15,367.29,359.59,307.92,312.87,380.61,27.631
4.17E-04,2.88E-04,2.60E-04,1.134,1.698,363.46,354.3,306.78,312.27,673.8,55.935
7.50E-04,2.08E-04,0.001135,0.642,1.234,355.97,344.6,299.58,305.01,272.05,33.529
4.74E-04,5.74E-04,9.17E-04,1.837,1.933,355.58,351.27,309.72,313.39,1625.2,77.654
0.001188,0.001034,6.87E-04,1.479,1.715,345.94,342.36,297.9,300.64,1298.7,63.951
5.16E-04,6.10E-05,0.001045,1.24,2.126,344.52,337.49,306.38,310.2,840.51,91.568
3.44E-04,5.18E-04,0.001447,0.265,1.364,372.87,347.3,303.82,308.35,62.567,42.649
2.56E-04,8.18E-04,2.28E-04,1.301,1.652,355.91,350.04,299.28,303.42,843.9,55.549
7.28E-04,0.001062,9.03E-04,0.881,1.087,364.68,358.33,309.26,313.8,455.25,26.874
8.40E-05,0.001249,5.95E-04,0.117,0.461,345.84,330.47,303.2,306.9,13.336,6.4028
7.81E-04,9.45E-04,6.32E-04,1.255,1.782,355.35,350.03,300.92,304.26,877.27,67.437
9.77E-04,2.80E-04,0.001248,0.687,0.852,345.84,339.64,305.24,309.85,326.44,16.974
0.001123,8.89E-04,0.001262,0.822,2.059,367.62,357.63,299.64,303.18,434.88,94.533
2.06E-04,5.64E-04,4.59E-04,1.379,0.732,340.4,337.97,309.68,313.82,957.94,12.046
1.66E-04,3.97E-04,3.64E-04,0.11,0.402,362.64,336.35,300.6,307.29,12.003,4.7414
9.77E-04,0.001183,0.001015,0.387,1.322,369.83,355.65,305.08,308.85,116.85,40.082
6.78E-04,5.16E-04,2.61E-04,1.521,1.353,366.1,359.7,296.76,303.09,1183.9,37.205
5.40E-04,4.93E-04,8.51E-04,1.783,2.086,361.95,355.38,295.76,300.77,1544.1,90.702
7.66E-04,8.10E-05,0.001163,0.706,0.463,364.45,355.22,291.12,303.93,312.6,6.3815
4.39E-04,6.20E-05,5.15E-04,1.04,1.773,347.03,338.05,299.22,304.12,605.57,62.374
9.92E-04,9.48E-04,2.39E-04,0.716,0.667,366.57,358.37,291.52,299.39,332.63,11.348
2.06E-04,0.001066,1.20E-04,1.928,1.74,342.05,339.28,299.96,302.67,1731.3,61.901
2.35E-04,5.41E-04,5.36E-04,1.647,1.744,354.95,349.84,305.56,309.89,1279.9,61.815
0.001031,0.00125,6.94E-04,1.221,2.25,343.7,340.69,309.92,311.43,900.48,104.78
3.18E-04,3.67E-04,6.20E-04,1.647,2.185,369.6,360.12,293.86,300.18,1267.9,95.74
0.001125,3.13E-04,0.001104,0.584,2.49,358.25,344.84,307.06,309.97,248.13,123.24
5.92E-04,0.001002,1.45E-04,1.42,2.034,358.28,353.2,302.9,306.07,1045.5,82.465
7.10E-04,7.33E-04,5.40E-05,1.464,2.33,371.35,364.3,306.7,310.6,1102.3,101.32
9.96E-04,3.19E-04,9.88E-04,0.778,1.118,361.29,351.33,294.7,300.99,391.21,27.732
7.72E-04,0.001234,7.26E-04,1.434,0.408,352.9,350.17,290.88,299.43,1112.1,5.6599
6.26E-04,0.001236,1.41E-04,1.713,2.107,363.5,359.38,307.76,310.65,1453.2,88.218
9.40E-05,6.76E-04,5.65E-04,0.719,2.33,370.92,354.98,295.92,300.35,281.89,110.13
3.61E-04,6.02E-04,0.001051,1.643,2.242,344.72,340.89,308.22,310.81,1335,104
8.45E-04,3.44E-04,3.59E-04,0.391,1.047,343.2,331.55,291.42,295.56,138.49,24.019
8.06E-04,2.18E-04,4.85E-04,0.33,0.824,372.57,351.18,296.38,304.23,90.895,15.222
7.06E-04,4.46E-04,7.00E-04,1.787,2.145,344.65,340.83,305.9,308.81,1658.5,92.507
8.90E-04,5.86E-04,4.36E-04,1.348,0.553,345.64,342.95,303.56,309.56,1037.5,7.814
5.40E-04,1.44E-04,1.77E-04,1.721,0.461,363.3,359.93,309.3,320.37,1440.3,5.1475
1.59E-04,3.81E-04,8.68E-04,1.458,1.855,346.07,340.02,297.38,301.74,1038.7,72.183
7.04E-04,0.001092,1.34E-04,1.132,1.918,340.76,336.44,296.22,298.55,746.61,75.416
3.11E-04,0.001219,3.96E-04,0.324,2.416,360.92,344.95,305.56,307.53,86.927,117.09
6.03E-04,9.85E-04,7.32E-04,0.452,2.181,349.41,337.85,297.96,300.22,152.97,101.26
8.60E-05,5.25E-04,4.56E-04,0.944,1.431,366.43,356.86,307.38,313.05,454.39,41.784
8.10E-04,0.001214,7.67E-04,0.583,1.425,361.75,351.63,295.86,299.61,228.58,45.704
0.001123,7.90E-05,0.001097,0.149,0.663,348.84,328.02,295.36,299.79,25.901,11.678
3.96E-04,6.51E-04,0.001316,1.168,1.311,363.76,356.41,299.34,305.14,704.86,39.34
0.00119,8.20E-05,2.63E-04,0.448,1.704,351.88,336.95,300.4,304.1,168.31,56.664
3.63E-04,7.26E-04,0.001195,1.31,0.66,357.46,353.26,303.28,310.61,866.94,11.218
6.69E-04,0.001222,9.12E-04,0.638,2.187,345.51,338.68,302.84,304.68,271.74,104
3.74E-04,8.41E-04,1.58E-04,1.118,1.788,340.56,335.34,291.42,294.46,686.83,65.423
9.94E-04,3.25E-04,4.18E-04,1.736,2.156,347.66,342.3,294.16,298.04,1659,92.249
3.18E-04,8.60E-05,9.52E-04,0.938,0.98,356.67,348.13,301.08,308.49,480.44,20.941
4.64E-04,0.001107,0.001432,0.362,2.223,350.76,337.4,299,301.04,110.86,113.51
8.20E-05,0.001088,6.72E-04,0.949,2.08,366.66,357.38,298.2,301.98,457.87,91.924
9.67E-04,9.61E-04,1.54E-04,1.789,0.578,351.45,349.44,309.1,314.59,1718.5,8.0729
7.25E-04,7.40E-04,3.05E-04,1.05,2.074,363.1,354.4,296.98,300.92,624.53,86.341
0.001065,0.001038,3.50E-04,0.748,1.467,368.64,358.71,292.34,296.86,363.39,45.806
4.35E-04,4.83E-04,5.82E-04,1.303,0.532,359.47,354.75,292.44,302.84,867.5,7.7325
5.55E-04,4.89E-04,2.49E-04,0.394,1.582,352.47,336.47,291.2,294.95,126.24,50.993
2.13E-04,1.08E-04,5.05E-04,1.329,2.158,344.65,338.09,308.84,312.62,894.93,88.529
0.001133,0.001203,2.99E-04,1.31,0.902,350.36,346.93,296.28,300.76,1024.3,18.921
3.21E-04,7.93E-04,9.77E-04,0.643,2.38,354.29,342.27,294.52,297.52,253.09,121.62
4.61E-04,0.001026,0.00104,1.631,2.38,370.89,365.3,308.82,312.22,1272.8,117.13
9.18E-04,7.60E-04,3.93E-04,0.381,1.652,364.98,348.56,302.54,306.03,116.73,56.188
0.001009,5.37E-04,9.78E-04,0.583,0.963,351.85,343.47,300.6,305.26,244.45,21.221
2.34E-04,1.46E-04,3.83E-04,1.745,2.437,353.79,346.09,303.42,308.5,1427.3,110.06
7.72E-04,1.86E-04,2.88E-04,1.571,2.143,351.22,343.84,291.02,295.97,1321.7,89.265
6.86E-04,0.001038,0.001209,1.766,1.001,346.73,344.26,303.08,306.92,1606.6,23.995
9.00E-05,8.30E-04,4.34E-04,0.85,2.466,354.92,345.48,299.16,302.14,389.55,121.6
2.88E-04,0.001026,0.001181,1.766,1.236,350.82,347.7,304.36,308.22,1474.1,35.536
0.001032,9.55E-04,8.00E-04,1.107,1.133,371.61,365.31,306.86,312.18,713.03,28.574
8.46E-04,0.001124,2.57E-04,1.132,2.294,360.56,354.81,307.32,309.85,731.69,103.59
4.96E-04,1.02E-04,1.54E-04,1.645,1.776,356.4,348.46,292.8,299.49,1344.1,60.625
0.001139,0.001176,3.97E-04,0.615,1.958,350.56,342.09,294.9,297.35,275.95,81.153
8.62E-04,9.73E-04,8.87E-04,1.607,0.52,346.4,343.99,294.24,300.99,1406.8,8.1087
0.001079,1.10E-04,0.001408,0.258,2.187,364.39,338.09,305.7,308.57,70.539,101
2.65E-04,5.41E-04,0.001365,1.894,1.034,353.6,350.16,306.52,312.02,1653.5,24.818
0.001027,8.83E-04,9.00E-04,1.588,0.759,345.84,342.85,291.12,296.7,1426.3,15.221
3.61E-04,8.16E-04,0.001082,0.256,0.776,352.77,337.48,295.7,300.41,59.973,15.617
1.71E-04,4.98E-04,5.43E-04,0.697,0.812,348.42,342.23,307.52,312.39,284.14,14.565
3.81E-04,7.20E-05,3.44E-04,1.909,0.509,371.75,367.41,303.5,317.87,1656.7,6.1987
5.50E-05,5.62E-04,5.40E-04,0.814,0.925,372.6,362.02,299.94,308.19,343.52,18.617
9.46E-04,5.26E-04,1.76E-04,1.595,1.259,368.48,363.03,304.48,310.57,1351.2,31.93
0.001179,0.001118,0.001029,0.864,2.141,345.12,340.25,305.82,307.61,504.88,99.69
6.60E-05,1.86E-04,8.41E-04,0.229,1.242,372.7,343.33,307.32,312.27,45.995,32.667
7.22E-04,0.001035,7.56E-04,0.459,1.053,370.59,356.81,295.62,301.04,146.74,25.456
4.10E-04,7.46E-04,0.001211,0.828,1.811,347.82,340.97,304.56,307.43,401.88,72.581
4.02E-04,9.51E-04,3.48E-04,1.301,0.721,341.09,338.43,302.3,306.67,896.22,12.426
8.61E-04,0.001144,0.001054,0.803,2.456,346.96,341.34,306.64,308.33,415.87,127.49
0.001033,9.10E-04,2.42E-04,0.218,0.62,371.88,352.33,303.5,309.75,49.84,9.3797
3.09E-04,9.01E-04,8.91E-04,1.445,1.836,359.21,353.72,302.28,306.14,1019.2,72.782
7.99E-04,6.46E-04,0.001016,0.607,1.402,347.26,339.69,305.84,308.87,254.91,43.424
2.28E-04,3.98E-04,7.15E-04,1.922,1.127,343.83,340.9,305.38,309.88,1722,27.24
8.72E-04,4.10E-04,0.00132,0.662,2.454,353.5,340.65,296.08,299.29,297.02,129.74
0.001029,2.71E-04,3.36E-04,1.574,1.003,370.36,364.37,298.84,307.15,1337.5,20.807
3.34E-04,0.001204,3.02E-04,0.657,0.992,356.93,348.6,291.12,296.16,258.99,22.876
8.48E-04,8.22E-04,9.85E-04,1.878,0.413,370.89,367.87,300.68,312.52,1763.8,5.1523
8.25E-04,0.001188,4.73E-04,1.248,1.545,367.92,361.84,298.36,302.62,853.11,51.332
7.35E-04,1.83E-04,0.001132,1.89,2.009,350.66,345.36,302.8,307.34,1821.4,84.382
0.001017,3.88E-04,5.57E-04,1.164,1.551,361.22,354.4,309.02,313.56,795.12,48.846
9.18E-04,1.02E-04,0.00123,1.593,1.129,347.92,343.23,295.44,301.46,1400,28.539
5.55E-04,2.83E-04,9.84E-04,0.541,2.242,355.31,341.75,309.88,312.92,197.58,100.23
0.001179,3.63E-04,8.09E-04,1.597,1.154,371.28,364.93,292.66,300.41,1412.6,28.911
5.35E-04,3.16E-04,1.87E-04,0.484,1.82,347.62,336.25,307.1,309.94,169.39,64.042
1.08E-04,1.27E-04,4.10E-04,0.991,2.494,367.46,352.05,309.72,315.28,500,109.68
2.47E-04,8.79E-04,2.88E-04,0.463,1.61,346.77,336.28,298.16,301.01,150.43,53.888
6.01E-04,0.001215,8.68E-04,1.405,1.059,353.23,349.97,306.88,310.64,1036.9,25.867
3.28E-04,0.001,1.73E-04,0.465,1.259,341.75,333.81,297.96,300.75,156.69,33.605
9.09E-04,8.19E-04,8.42E-04,0.676,0.908,365.77,356.52,298.2,304.34,297.09,19.25
6.31E-04,0.001083,2.35E-04,0.617,1.58,364.52,353.48,297.2,301.07,241.84,52.13
9.37E-04,0.001006,0.001202,1.491,0.734,359.34,356.12,307.86,313.6,1215,13.416
1.85E-04,2.30E-04,0.001201,1.248,0.663,358.88,352.68,293.34,303.88,768.3,11.421
6.63E-04,3.18E-04,0.001204,0.634,0.684,368.55,357.8,304.08,312.99,252.01,11.466
8.42E-04,1.14E-04,2.78E-04,1.65,2.5,368.58,358.04,294.44,300.64,1413.8,117.43
7.57E-04,3.86E-04,1.68E-04,1.726,2.09,371.42,364.48,309.58,314.67,1493.1,81.369
0.001134,1.46E-04,0.001303,1.514,2.158,340.26,336.23,308.9,311.52,1359.6,96.659
3.35E-04,3.15E-04,9.67E-04,0.398,2.219,357,337.79,302.54,305.77,121.2,101.32
9.86E-04,8.70E-04,8.89E-04,1.871,1.188,366.76,362.33,290.12,296.15,1816.6,32.235
5.93E-04,2.40E-04,8.45E-04,1.289,1.372,354.72,347.63,295.7,301.78,890.24,39.995
4.98E-04,2.98E-04,2.77E-04,1.884,2.305,341.42,336.68,297.3,300.84,1766.1,102.57
0.001199,4.24E-04,9.38E-04,1.451,1.868,355.87,349.72,297.16,301.42,1233.4,73.925
4.15E-04,7.89E-04,0.001349,1.719,1.652,342.97,339.4,296.8,300.18,1467.8,62.762
0.001,4.10E-04,3.27E-04,0.746,1.339,370.72,358.13,294.48,300.79,356.6,36.594
4.52E-04,1.62E-04,9.63E-04,1.229,1.463,340.66,335.38,302.52,306.65,823.28,45.492
6.38E-04,7.92E-04,2.49E-04,0.201,2.025,357.92,334.8,299.46,301.6,40.729,82.541
2.59E-04,5.66E-04,0.0013,0.843,2.206,342.87,334.59,296.46,299.39,410.36,106.99
3.66E-04,5.50E-04,8.77E-04,0.862,0.98,340.76,335.08,293.38,298.04,435.76,22.505
1.89E-04,0.001186,2.87E-04,1.396,1.557,358.78,354.07,303.24,306.96,936.57,50.83
6.93E-04,9.93E-04,0.001293,0.432,2.347,355.11,342.4,302.56,304.74,141.05,121.58
0.001176,5.07E-04,8.72E-04,0.467,1.255,363.96,351.16,307.92,312.27,168.26,34.12
0.001148,9.30E-04,5.20E-04,1.424,1.977,366.27,360.68,303.5,307.05,1154,80.649
0.001036,8.49E-04,0.001171,0.461,1.253,363.93,350.32,292.68,297.26,160.84,36.549
6.45E-04,5.78E-04,2.95E-04,0.681,2.055,362.18,348.28,290.96,295.16,291.09,84.693
5.26E-04,2.07E-04,4.78E-04,0.725,1.44,360.63,348.71,305,310.46,317.25,41.755
4.81E-04,4.09E-04,8.33E-04,1.487,1.584,344.72,340.2,302.82,306.67,1145.6,53.001
9.60E-04,1.53E-04,0.001162,0.317,2.334,358.58,333.45,293.26,296.45,100.64,115.18
2.05E-04,2.01E-04,8.79E-04,1.006,2.072,362.41,348.94,297.78,303.72,528.03,87.538
8.80E-04,7.03E-04,0.00122,1.109,1.219,353.66,348.73,307.78,311.75,721.12,33.908
8.88E-04,1.00E-04,0.001066,1.472,2.399,342.97,335.92,293.14,297.14,1229.3,119.31
4.39E-04,6.86E-04,0.001237,1.329,1.857,340.76,336.51,301.46,304.23,940.72,76.526
4.65E-04,1.04E-04,0.001057,1.272,1.563,344.03,338.69,309.32,313.29,868.95,51.362
6.53E-04,3.18E-04,7.08E-04,0.417,1.108,364.55,347.73,298.38,304.21,128.18,26.35
0.001176,9.22E-04,0.001136,0.339,1.576,355.41,340.34,292.9,295.93,111.66,57.038
0.001002,0.00104,7.58E-04,1.478,0.73,354.52,350.99,293.34,299.6,1224.9,13.898
3.08E-04,7.18E-04,4.97E-04,1.305,0.434,354.49,351.56,308.82,316.68,856.29,5.1498
6.41E-04,2.04E-04,0.001379,0.191,2.128,369.34,334.06,299.66,302.6,37.47,97.906
8.44E-04,7.06E-04,0.001118,0.83,0.774,341.45,337.19,302.24,306.45,445.13,14.881
9.27E-04,0.001245,9.67E-04,1.316,2.349,340.03,336.38,295.7,297.58,1018.1,122.05
8.45E-04,3.80E-04,1.79E-04,1.884,1.563,340.5,337.85,309.02,311.9,1888.8,47.958
0.001026,3.62E-04,8.30E-04,1.536,0.856,341.42,338.07,294.06,299.5,1359.6,17.465
3.54E-04,7.66E-04,0.001052,1.386,2.435,345.35,340.92,306.38,308.68,985.05,122.46
8.75E-04,8.65E-04,0.001285,1.436,0.604,342.01,339.89,306.64,311.16,1166.9,9.8751
1.25E-04,0.00112,8.19E-04,0.265,1.196,343.66,333.08,305.3,307.48,61.224,32.531
1.95E-04,0.001237,3.58E-04,1.27,1.981,354.45,348.97,294.68,297.85,801.49,82.632
6.78E-04,2.85E-04,0.001421,0.166,1.395,363.53,335.35,304.34,307.45,28.811,43.99
6.69E-04,0.001059,0.001135,1.105,2.208,359.17,351.97,293.46,296.71,680.83,109.13
0.0012,2.12E-04,4.34E-04,0.375,1.376,364.65,344.24,290.9,296.05,122.78,38.914
0.001053,0.001132,1.07E-04,1.565,0.545,362.67,359.47,297.2,305.24,1346.3,7.8769
1.05E-04,7.41E-04,6.50E-05,1.466,1.689,367.98,360.65,296.28,301.91,989.36,56.634
1.95E-04,0.00104,0.001173,1.719,0.665,357.82,354.52,295.66,303.25,1359.3,12.119
9.50E-04,8.06E-04,0.001111,0.655,2.374,353.17,343.36,300.14,302.62,294.44,121.21
1.88E-04,7.44E-04,0.001068,0.288,1.994,352.24,335.34,302.8,305.07,72.581,86.225
8.60E-04,9.27E-04,9.77E-04,1.337,2.426,349.44,343.97,292.82,295.54,1011.4,127.77
1.73E-04,1.38E-04,0.001092,0.182,0.889,346.96,331.01,308.48,311.54,30.928,17.868
9.15E-04,7.99E-04,8.37E-04,1.229,1.694,343.14,338.47,294,297.09,894.12,62.846
0.001145,6.07E-04,0.001044,1.424,0.961,345.71,342.5,301.7,306.01,1203.7,21.337
7.72E-04,8.31E-04,3.03E-04,1.405,2.143,354.85,349.71,303.22,306.21,1071,91.43
3.54E-04,0.001068,0.001331,1.058,1.427,353.37,347.47,295.74,299.66,600.42,48.139
3.29E-04,8.10E-04,3.05E-04,1.303,1.076,356.7,352.03,304.04,309.01,855.14,24.508
5.94E-04,2.07E-04,0.001342,1.43,0.877,343.04,338.61,291.52,298.08,1097.3,19.11
2.25E-04,3.10E-04,7.32E-04,1.578,0.996,345.02,340.53,290.52,296.93,1210.6,22.551
6.47E-04,1.64E-04,6.79E-04,1.664,0.536,346.27,343.78,307.86,314.75,1435.4,7.1424
0.001093,7.68E-04,0.001061,0.662,0.463,346.77,341.85,299.12,305.59,311.48,6.5507
3.97E-04,8.28E-04,0.001366,0.877,0.717,359.27,352.27,290.38,298.14,429.58,14.296
2.03E-04,4.72E-04,0.001253,1.916,1.82,358.32,352.49,297.64,303.13,1656,72.462
8.30E-05,6.21E-04,9.18E-04,1.037,0.891,371.55,362.54,290.34,299.56,529.66,19.079
0.001153,9.06E-04,9.66E-04,0.959,2.466,353.13,347.43,309.52,311.56,590.72,122.73
1.90E-04,8.41E-04,9.33E-04,0.364,1.418,345.91,335.14,303.94,306.54,108.48,44.753
1.27E-04,7.98E-04,3.17E-04,1.132,1.003,372.64,365.21,299.78,307.16,621.44,21.46
3.00E-04,8.88E-04,8.16E-04,0.526,1.389,372.84,358.4,303.88,308.8,169.47,42.217
0.0011,5.20E-05,0.001411,0.64,0.56,341.78,335.44,295.1,301.92,300.69,8.9894
7.94E-04,6.26E-04,0.001198,1.025,1.122,353.66,347.32,293.14,298.37,618.49,29.386
0.00116,6.96E-04,0.001016,0.471,1.931,340.07,331.42,300.32,302.33,188.89,81.062
7.15E-04,7.30E-05,7.79E-04,1.882,1.381,348.28,343.24,293.84,300.02,1809.8,39.881
4.85E-04,2.62E-04,0.001024,1.396,1.358,364.02,357.02,308.2,314.66,983.4,39.334
9.87E-04,3.46E-04,7.99E-04,0.71,1.238,366.99,355.6,303.46,309.36,328.67,32.664
2.27E-04,0.001123,3.83E-04,0.315,1.185,365.81,349.53,302.34,306.32,79.308,30.454
6.39E-04,8.65E-04,8.24E-04,1.301,2.286,370.03,362.53,303.66,307.41,883.41,108.24
5.63E-04,8.60E-04,0.001191,1.367,1.668,351.75,346.69,297.2,300.93,986.27,62.992
8.79E-04,5.50E-04,0.001362,1.402,0.751,359.7,355.58,306.18,313.03,1076.6,13.806
0.001155,1.36E-04,0.001332,0.239,0.665,350.33,334.84,299.06,304.27,61.995,11.594
0.001191,1.86E-04,0.001415,1.645,1.286,368.08,361.13,291.84,299.69,1503,37.296
1.28E-04,8.61E-04,8.49E-04,1.926,1.746,350.43,347.08,306.66,309.98,1670.8,65.351
3.03E-04,8.72E-04,7.36E-04,1.434,1.5,365.94,360.02,302.7,307.7,990.6,48.446
0.001121,5.80E-04,8.91E-04,0.436,1.912,363.27,348.68,308.52,311.57,149.92,76.364
4.67E-04,8.02E-04,8.49E-04,1.89,0.822,372.44,368.45,305.74,313.64,1652.3,15.523
9.95E-04,0.001035,0.001152,1.736,1.675,356.53,353.05,307.7,310.8,1622.7,62.914
5.70E-05,0.001221,0.001082,1.525,1.813,372.87,367.21,308.76,312.84,1040.1,72.99
9.10E-05,3.64E-04,4.38E-04,0.305,2.112,345.48,330.52,306.78,308.82,79.765,87.194
4.43E-04,2.71E-04,6.18E-04,0.193,1.28,356.4,330.28,290.02,293.72,36.792,35.172
6.20E-04,8.74E-04,0.001106,0.586,1.933,344.82,336.93,303.5,305.72,234.59,82.193
9.65E-04,3.38E-04,3.23E-04,1.856,2.221,353.46,348,297.66,301.76,1834.2,95.981
4.54E-04,8.24E-04,7.84E-04,0.964,1.524,354.16,346.62,290.22,294.55,520.11,51.04
6.20E-05,4.41E-04,5.86E-04,0.436,1.299,370.13,351.45,304.84,310.55,121.03,35.198
1.25E-04,1.12E-04,4.71E-04,1.679,1.244,352.11,345.82,290.36,298.04,1307.3,31.794
9.50E-04,0.001095,6.11E-04,0.803,1.011,348.09,343.5,305.7,309,420.86,22.999
9.90E-04,2.14E-04,1.84E-04,1.09,1.087,352.11,346.76,308.2,313.1,718.05,23.729
1.06E-04,9.57E-04,0.00123,1.683,1.156,347.89,344.74,301.42,305.53,1315.2,31.406
7.03E-04,4.18E-04,2.39E-04,0.478,1.668,341.45,329.98,290.98,294.12,179.14,56.352
6.07E-04,0.001215,3.51E-04,0.41,0.688,353.37,345.01,304.14,308.77,126.8,11.551
9.30E-04,3.82E-04,3.90E-04,0.812,2.185,367.72,355.53,306.98,311.07,410.83,91.44
4.90E-04,0.00109,5.40E-04,0.176,0.973,341.52,331.01,309.92,311.69,30.741,21.248
7.25E-04,5.70E-04,0.001419,0.284,2.074,356.6,334.74,292.78,295.57,78.883,97.215
4.86E-04,3.55E-04,4.70E-04,0.7,1.013,357.13,348.8,309.38,314.62,297.26,21.486
1.20E-04,8.50E-04,6.23E-04,0.191,0.553,349.9,334.99,299.52,304.36,33.244,8.4711
1.58E-04,5.47E-04,9.38E-04,0.735,2.481,371.98,355.18,299.48,303.97,296.09,125.94
2.11E-04,9.07E-04,0.00129,1.134,0.631,346.2,342.1,290.26,296.98,670.39,11.788
5.51E-04,9.61E-04,2.18E-04,1.288,1.954,360.66,355.28,309.24,312.37,867.71,75.752
9.71E-04,4.57E-04,4.62E-04,0.41,0.98,371.88,354.78,297.8,304.29,128.25,20.686
6.40E-05,5.55E-04,9.50E-04,1.101,2.2,372.74,360.78,301.66,306.99,587.42,100.21
5.46E-04,2.78E-04,9.98E-04,1.396,0.914,357.29,352.13,301.88,309.01,1007.5,18.735
9.10E-05,0.001108,0.001008,1.181,0.736,370.2,364.96,307.44,314.75,666.87,13.218
2.25E-04,4.45E-04,6.16E-04,1.039,1.507,365.71,356.34,306.08,311.82,553.46,46.689
5.95E-04,3.99E-04,9.88E-04,1.217,0.963,367.06,360.22,301.66,309.38,781.93,20.695
9.30E-05,1.81E-04,9.14E-04,0.854,0.616,353.66,347.19,305.32,313.52,392.23,9.2451
7.85E-04,9.43E-04,8.12E-04,0.358,1.106,371.45,354.04,295.14,300.29,100.26,27.902
7.35E-04,7.94E-04,0.001108,0.963,1.561,347.52,341.28,294.6,298.13,556.94,55.095
0.001016,6.90E-04,3.24E-04,1.698,2.422,340.73,336.92,295.04,297.5,1625.7,116.97
9.42E-04,3.03E-04,4.90E-04,0.792,0.665,356.53,348.99,293.62,301.83,402.81,10.908
4.00E-04,5.41E-04,5.60E-04,1.844,1.251,345.84,342.69,304.1,308.28,1646,33.079
8.20E-05,9.96E-04,4.32E-04,1.331,1.341,354.62,349.36,291.76,296.42,851.74,38.839
1.57E-04,7.36E-04,7.72E-04,0.472,1.818,350.03,338.64,304.08,306.85,150.09,69.959
0.00118,7.18E-04,3.82E-04,0.598,2.042,355.11,343.9,295.4,298.43,262.72,85.016
6.12E-04,0.0011,4.41E-04,0.296,0.927,368.81,351.37,297.48,302.58,76.623,19.731
7.72E-04,0.001106,9.82E-04,0.391,2,359.47,343.62,290.72,293.6,121.79,89.894
0.001079,5.55E-04,6.25E-04,0.807,1.385,369.5,359.39,303.7,308.97,415.57,40.303
8.40E-05,7.02E-04,0.001421,1.542,0.637,364.72,359.98,293.12,303.33,1082.3,11.319
7.42E-04,1.05E-04,3.08E-04,1.69,0.604,346.4,343.04,292.88,301.36,1504.8,9.1021
6.36E-04,5.53E-04,0.001033,0.657,2.246,342.9,333.83,298.92,301.39,288.38,107.14
7.90E-05,2.49E-04,7.64E-04,0.541,0.528,359.7,348.37,290.7,301.37,176.71,7.7621
7.72E-04,3.21E-04,0.001176,0.115,0.455,372.04,339.76,297.56,305.07,14.635,6.298
8.71E-04,0.001164,4.91E-04,1.058,2.475,353.76,347.01,290.56,293.16,664.29,128.63
7.19E-04,8.36E-04,9.05E-04,1.491,1.925,360.89,354.65,291.12,295.38,1164.2,80.797
2.03E-04,2.47E-04,4.67E-04,1.998,1.836,348.32,343.25,300.68,305.66,1822.7,66.863
4.93E-04,0.001154,6.25E-04,0.453,1.517,350.33,339.41,291.4,294.46,149.18,51.087
7.33E-04,5.05E-04,4.31E-04,0.429,2.143,372.27,351.15,301.98,305.84,133.26,90.873
1.75E-04,8.18E-04,0.001247,1.447,2.328,348.18,342.7,295.92,299.03,1021.6,119.69
2.68E-04,4.16E-04,0.00119,1.896,1.734,371.58,364.31,300.7,307.68,1605.9,64.752
8.85E-04,2.43E-04,4.83E-04,1.55,1.874,346.5,341.29,300.64,304.59,1330.4,69.931
1.41E-04,5.13E-04,0.001036,1.265,0.938,341.62,337.42,295.76,300.92,812.18,20.773
4.31E-04,7.10E-04,3.78E-04,0.754,1.692,356.4,348.02,308.2,311.59,335.38,57.964
7.34E-04,7.78E-04,0.001073,1.683,0.602,343.76,341.27,294.04,300.37,1499.1,10.341
